split,date,raw_type,mapped_label,class_index,file_path,file_name,window_index,start_sample,end_sample
train,2025-07-14,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-14/AF/152350_116924292_ecgdata.csv,152350_116924292_ecgdata.csv,3,7500,10000
train,2025-07-14,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-14/AF/152350_116924292_ecgdata.csv,152350_116924292_ecgdata.csv,4,10000,12500
train,2025-07-14,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-14/AF/152350_116924292_ecgdata.csv,152350_116924292_ecgdata.csv,5,12500,15000
train,2025-07-14,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-14/AF/152350_116924292_ecgdata.csv,152350_116924292_ecgdata.csv,6,15000,17500
train,2025-07-14,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-14/AF/152350_116924292_ecgdata.csv,152350_116924292_ecgdata.csv,7,17500,20000
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/149080_117043320_ecgdata.csv,149080_117043320_ecgdata.csv,0,0,2500
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/149080_117043320_ecgdata.csv,149080_117043320_ecgdata.csv,1,2500,5000
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/149080_117043320_ecgdata.csv,149080_117043320_ecgdata.csv,2,5000,7500
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/149080_117043320_ecgdata.csv,149080_117043320_ecgdata.csv,3,7500,10000
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/149080_117043320_ecgdata.csv,149080_117043320_ecgdata.csv,4,10000,12500
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/149080_117043320_ecgdata.csv,149080_117043320_ecgdata.csv,5,12500,15000
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/149080_117043320_ecgdata.csv,149080_117043320_ecgdata.csv,6,15000,17500
train,2025-07-15,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-15/AF/149080_117043320_ecgdata.csv,149080_117043320_ecgdata.csv,7,17500,20000
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/152621_116548787_ecgdata.csv,152621_116548787_ecgdata.csv,0,0,2500
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/152621_116548787_ecgdata.csv,152621_116548787_ecgdata.csv,1,2500,5000
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/152621_116548787_ecgdata.csv,152621_116548787_ecgdata.csv,2,5000,7500
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/152621_116548787_ecgdata.csv,152621_116548787_ecgdata.csv,3,7500,10000
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/152621_116548787_ecgdata.csv,152621_116548787_ecgdata.csv,4,10000,12500
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/152621_116548787_ecgdata.csv,152621_116548787_ecgdata.csv,5,12500,15000
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/152621_116548787_ecgdata.csv,152621_116548787_ecgdata.csv,6,15000,17500
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/152621_116548787_ecgdata.csv,152621_116548787_ecgdata.csv,7,17500,20000
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/152350_116640355_ecgdata.csv,152350_116640355_ecgdata.csv,0,0,2500
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/152350_116640355_ecgdata.csv,152350_116640355_ecgdata.csv,1,2500,5000
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/152350_116640355_ecgdata.csv,152350_116640355_ecgdata.csv,2,5000,7500
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/152350_116640355_ecgdata.csv,152350_116640355_ecgdata.csv,3,7500,10000
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/152350_116640355_ecgdata.csv,152350_116640355_ecgdata.csv,4,10000,12500
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/152350_116640355_ecgdata.csv,152350_116640355_ecgdata.csv,5,12500,15000
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/152350_116640355_ecgdata.csv,152350_116640355_ecgdata.csv,6,15000,17500
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/152350_116640355_ecgdata.csv,152350_116640355_ecgdata.csv,7,17500,20000
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/150652_116718385_ecgdata.csv,150652_116718385_ecgdata.csv,0,0,2500
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/150652_116718385_ecgdata.csv,150652_116718385_ecgdata.csv,1,2500,5000
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/150652_116718385_ecgdata.csv,150652_116718385_ecgdata.csv,2,5000,7500
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/150652_116718385_ecgdata.csv,150652_116718385_ecgdata.csv,3,7500,10000
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/150652_116718385_ecgdata.csv,150652_116718385_ecgdata.csv,4,10000,12500
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/150652_116718385_ecgdata.csv,150652_116718385_ecgdata.csv,5,12500,15000
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/150652_116718385_ecgdata.csv,150652_116718385_ecgdata.csv,6,15000,17500
train,2025-07-13,AF,AFIB,1,/Users/Sonny/Research/Ecgdata/2025-07-13/AF/150652_116718385_ecgdata.csv,150652_116718385_ecgdata.csv,7,17500,20000
val,2025-07-13,Wenck,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/Wenck/149737_116541130_ecgdata.csv,149737_116541130_ecgdata.csv,0,0,2500
val,2025-07-13,Wenck,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/Wenck/149737_116541130_ecgdata.csv,149737_116541130_ecgdata.csv,1,2500,5000
val,2025-07-13,Wenck,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/Wenck/149737_116541130_ecgdata.csv,149737_116541130_ecgdata.csv,2,5000,7500
val,2025-07-13,Wenck,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/Wenck/149737_116541130_ecgdata.csv,149737_116541130_ecgdata.csv,3,7500,10000
val,2025-07-13,Wenck,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/Wenck/149737_116541130_ecgdata.csv,149737_116541130_ecgdata.csv,4,10000,12500
val,2025-07-13,Wenck,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/Wenck/149737_116541130_ecgdata.csv,149737_116541130_ecgdata.csv,5,12500,15000
val,2025-07-13,Wenck,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/Wenck/149737_116541130_ecgdata.csv,149737_116541130_ecgdata.csv,6,15000,17500
val,2025-07-13,Wenck,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/Wenck/149737_116541130_ecgdata.csv,149737_116541130_ecgdata.csv,7,17500,20000
val,2025-07-13,Wenck,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/Wenck/152316_116617656_ecgdata.csv,152316_116617656_ecgdata.csv,0,0,2500
val,2025-07-13,Wenck,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/Wenck/152316_116617656_ecgdata.csv,152316_116617656_ecgdata.csv,1,2500,5000
val,2025-07-13,Wenck,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/Wenck/152316_116617656_ecgdata.csv,152316_116617656_ecgdata.csv,2,5000,7500
val,2025-07-13,Wenck,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/Wenck/152316_116617656_ecgdata.csv,152316_116617656_ecgdata.csv,3,7500,10000
val,2025-07-13,Wenck,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/Wenck/152316_116617656_ecgdata.csv,152316_116617656_ecgdata.csv,4,10000,12500
val,2025-07-13,Wenck,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/Wenck/152316_116617656_ecgdata.csv,152316_116617656_ecgdata.csv,5,12500,15000
val,2025-07-13,Wenck,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/Wenck/152316_116617656_ecgdata.csv,152316_116617656_ecgdata.csv,6,15000,17500
val,2025-07-13,Wenck,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-13/Wenck/152316_116617656_ecgdata.csv,152316_116617656_ecgdata.csv,7,17500,20000
test,2025-07-14,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/PaRhy/153193_116890386_ecgdata.csv,153193_116890386_ecgdata.csv,0,0,2500
test,2025-07-14,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/PaRhy/153193_116890386_ecgdata.csv,153193_116890386_ecgdata.csv,1,2500,5000
test,2025-07-14,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/PaRhy/153193_116890386_ecgdata.csv,153193_116890386_ecgdata.csv,2,5000,7500
test,2025-07-14,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/PaRhy/153193_116890386_ecgdata.csv,153193_116890386_ecgdata.csv,3,7500,10000
test,2025-07-14,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/PaRhy/153193_116890386_ecgdata.csv,153193_116890386_ecgdata.csv,4,10000,12500
test,2025-07-14,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/PaRhy/153193_116890386_ecgdata.csv,153193_116890386_ecgdata.csv,5,12500,15000
test,2025-07-14,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/PaRhy/153193_116890386_ecgdata.csv,153193_116890386_ecgdata.csv,6,15000,17500
test,2025-07-14,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/PaRhy/153193_116890386_ecgdata.csv,153193_116890386_ecgdata.csv,7,17500,20000
train,2025-07-14,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/PaRhy/153193_116838866_ecgdata.csv,153193_116838866_ecgdata.csv,0,0,2500
train,2025-07-14,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/PaRhy/153193_116838866_ecgdata.csv,153193_116838866_ecgdata.csv,1,2500,5000
train,2025-07-14,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/PaRhy/153193_116838866_ecgdata.csv,153193_116838866_ecgdata.csv,2,5000,7500
train,2025-07-14,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/PaRhy/153193_116838866_ecgdata.csv,153193_116838866_ecgdata.csv,3,7500,10000
train,2025-07-14,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/PaRhy/153193_116838866_ecgdata.csv,153193_116838866_ecgdata.csv,4,10000,12500
train,2025-07-14,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/PaRhy/153193_116838866_ecgdata.csv,153193_116838866_ecgdata.csv,5,12500,15000
train,2025-07-14,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/PaRhy/153193_116838866_ecgdata.csv,153193_116838866_ecgdata.csv,6,15000,17500
train,2025-07-14,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/PaRhy/153193_116838866_ecgdata.csv,153193_116838866_ecgdata.csv,7,17500,20000
train,2025-07-15,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/PaRhy/153193_117052848_ecgdata.csv,153193_117052848_ecgdata.csv,0,0,2500
train,2025-07-15,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/PaRhy/153193_117052848_ecgdata.csv,153193_117052848_ecgdata.csv,1,2500,5000
train,2025-07-15,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/PaRhy/153193_117052848_ecgdata.csv,153193_117052848_ecgdata.csv,2,5000,7500
train,2025-07-15,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/PaRhy/153193_117052848_ecgdata.csv,153193_117052848_ecgdata.csv,3,7500,10000
train,2025-07-15,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/PaRhy/153193_117052848_ecgdata.csv,153193_117052848_ecgdata.csv,4,10000,12500
train,2025-07-15,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/PaRhy/153193_117052848_ecgdata.csv,153193_117052848_ecgdata.csv,5,12500,15000
train,2025-07-15,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/PaRhy/153193_117052848_ecgdata.csv,153193_117052848_ecgdata.csv,6,15000,17500
train,2025-07-15,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/PaRhy/153193_117052848_ecgdata.csv,153193_117052848_ecgdata.csv,7,17500,20000
train,2025-07-14,Wenck,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/Wenck/150971_116849401_ecgdata.csv,150971_116849401_ecgdata.csv,0,0,2500
train,2025-07-14,Wenck,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/Wenck/150971_116849401_ecgdata.csv,150971_116849401_ecgdata.csv,1,2500,5000
train,2025-07-14,Wenck,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/Wenck/150971_116849401_ecgdata.csv,150971_116849401_ecgdata.csv,2,5000,7500
train,2025-07-14,Wenck,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/Wenck/150971_116849401_ecgdata.csv,150971_116849401_ecgdata.csv,3,7500,10000
train,2025-07-14,Wenck,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/Wenck/150971_116849401_ecgdata.csv,150971_116849401_ecgdata.csv,4,10000,12500
train,2025-07-14,Wenck,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/Wenck/150971_116849401_ecgdata.csv,150971_116849401_ecgdata.csv,5,12500,15000
train,2025-07-14,Wenck,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/Wenck/150971_116849401_ecgdata.csv,150971_116849401_ecgdata.csv,6,15000,17500
train,2025-07-14,Wenck,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/Wenck/150971_116849401_ecgdata.csv,150971_116849401_ecgdata.csv,7,17500,20000
train,2025-07-15,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/JuRhy/152904_117080385_ecgdata.csv,152904_117080385_ecgdata.csv,0,0,2500
train,2025-07-15,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/JuRhy/152904_117080385_ecgdata.csv,152904_117080385_ecgdata.csv,1,2500,5000
train,2025-07-15,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/JuRhy/152904_117080385_ecgdata.csv,152904_117080385_ecgdata.csv,2,5000,7500
train,2025-07-15,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/JuRhy/152904_117080385_ecgdata.csv,152904_117080385_ecgdata.csv,3,7500,10000
train,2025-07-15,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/JuRhy/152904_117080385_ecgdata.csv,152904_117080385_ecgdata.csv,4,10000,12500
train,2025-07-15,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/JuRhy/152904_117080385_ecgdata.csv,152904_117080385_ecgdata.csv,5,12500,15000
train,2025-07-15,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/JuRhy/152904_117080385_ecgdata.csv,152904_117080385_ecgdata.csv,6,15000,17500
train,2025-07-15,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/JuRhy/152904_117080385_ecgdata.csv,152904_117080385_ecgdata.csv,7,17500,20000
train,2025-07-15,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/PaRhy/153193_117060621_ecgdata.csv,153193_117060621_ecgdata.csv,0,0,2500
train,2025-07-15,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/PaRhy/153193_117060621_ecgdata.csv,153193_117060621_ecgdata.csv,1,2500,5000
train,2025-07-15,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/PaRhy/153193_117060621_ecgdata.csv,153193_117060621_ecgdata.csv,2,5000,7500
train,2025-07-15,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/PaRhy/153193_117060621_ecgdata.csv,153193_117060621_ecgdata.csv,3,7500,10000
train,2025-07-15,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/PaRhy/153193_117060621_ecgdata.csv,153193_117060621_ecgdata.csv,4,10000,12500
train,2025-07-15,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/PaRhy/153193_117060621_ecgdata.csv,153193_117060621_ecgdata.csv,5,12500,15000
train,2025-07-15,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/PaRhy/153193_117060621_ecgdata.csv,153193_117060621_ecgdata.csv,6,15000,17500
train,2025-07-15,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/PaRhy/153193_117060621_ecgdata.csv,153193_117060621_ecgdata.csv,7,17500,20000
train,2025-07-15,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/JuRhy/151281_117019728_ecgdata.csv,151281_117019728_ecgdata.csv,0,0,2500
train,2025-07-15,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/JuRhy/151281_117019728_ecgdata.csv,151281_117019728_ecgdata.csv,1,2500,5000
train,2025-07-15,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/JuRhy/151281_117019728_ecgdata.csv,151281_117019728_ecgdata.csv,2,5000,7500
train,2025-07-15,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/JuRhy/151281_117019728_ecgdata.csv,151281_117019728_ecgdata.csv,3,7500,10000
train,2025-07-15,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/JuRhy/151281_117019728_ecgdata.csv,151281_117019728_ecgdata.csv,4,10000,12500
train,2025-07-15,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/JuRhy/151281_117019728_ecgdata.csv,151281_117019728_ecgdata.csv,5,12500,15000
train,2025-07-15,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/JuRhy/151281_117019728_ecgdata.csv,151281_117019728_ecgdata.csv,6,15000,17500
train,2025-07-15,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/JuRhy/151281_117019728_ecgdata.csv,151281_117019728_ecgdata.csv,7,17500,20000
train,2025-07-14,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/PaRhy/153193_116840818_ecgdata.csv,153193_116840818_ecgdata.csv,0,0,2500
train,2025-07-14,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/PaRhy/153193_116840818_ecgdata.csv,153193_116840818_ecgdata.csv,1,2500,5000
train,2025-07-14,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/PaRhy/153193_116840818_ecgdata.csv,153193_116840818_ecgdata.csv,2,5000,7500
train,2025-07-14,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/PaRhy/153193_116840818_ecgdata.csv,153193_116840818_ecgdata.csv,3,7500,10000
train,2025-07-14,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/PaRhy/153193_116840818_ecgdata.csv,153193_116840818_ecgdata.csv,4,10000,12500
train,2025-07-14,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/PaRhy/153193_116840818_ecgdata.csv,153193_116840818_ecgdata.csv,5,12500,15000
train,2025-07-14,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/PaRhy/153193_116840818_ecgdata.csv,153193_116840818_ecgdata.csv,6,15000,17500
train,2025-07-14,PaRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/PaRhy/153193_116840818_ecgdata.csv,153193_116840818_ecgdata.csv,7,17500,20000
train,2025-07-14,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/JuRhy/152904_116728538_ecgdata.csv,152904_116728538_ecgdata.csv,0,0,2500
train,2025-07-14,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/JuRhy/152904_116728538_ecgdata.csv,152904_116728538_ecgdata.csv,1,2500,5000
train,2025-07-14,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/JuRhy/152904_116728538_ecgdata.csv,152904_116728538_ecgdata.csv,2,5000,7500
train,2025-07-14,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/JuRhy/152904_116728538_ecgdata.csv,152904_116728538_ecgdata.csv,3,7500,10000
train,2025-07-14,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/JuRhy/152904_116728538_ecgdata.csv,152904_116728538_ecgdata.csv,4,10000,12500
train,2025-07-14,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/JuRhy/152904_116728538_ecgdata.csv,152904_116728538_ecgdata.csv,5,12500,15000
train,2025-07-14,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/JuRhy/152904_116728538_ecgdata.csv,152904_116728538_ecgdata.csv,6,15000,17500
train,2025-07-14,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-14/JuRhy/152904_116728538_ecgdata.csv,152904_116728538_ecgdata.csv,7,17500,20000
train,2025-07-15,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/JuRhy/150417_116948393_ecgdata.csv,150417_116948393_ecgdata.csv,0,0,2500
train,2025-07-15,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/JuRhy/150417_116948393_ecgdata.csv,150417_116948393_ecgdata.csv,1,2500,5000
train,2025-07-15,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/JuRhy/150417_116948393_ecgdata.csv,150417_116948393_ecgdata.csv,2,5000,7500
train,2025-07-15,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/JuRhy/150417_116948393_ecgdata.csv,150417_116948393_ecgdata.csv,3,7500,10000
train,2025-07-15,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/JuRhy/150417_116948393_ecgdata.csv,150417_116948393_ecgdata.csv,4,10000,12500
train,2025-07-15,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/JuRhy/150417_116948393_ecgdata.csv,150417_116948393_ecgdata.csv,5,12500,15000
train,2025-07-15,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/JuRhy/150417_116948393_ecgdata.csv,150417_116948393_ecgdata.csv,6,15000,17500
train,2025-07-15,JuRhy,SBR,2,/Users/Sonny/Research/Ecgdata/2025-07-15/JuRhy/150417_116948393_ecgdata.csv,150417_116948393_ecgdata.csv,7,17500,20000
val,2025-07-15,EctAt,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-15/EctAt/149845_117033684_ecgdata.csv,149845_117033684_ecgdata.csv,0,0,2500
val,2025-07-15,EctAt,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-15/EctAt/149845_117033684_ecgdata.csv,149845_117033684_ecgdata.csv,1,2500,5000
val,2025-07-15,EctAt,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-15/EctAt/149845_117033684_ecgdata.csv,149845_117033684_ecgdata.csv,2,5000,7500
val,2025-07-15,EctAt,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-15/EctAt/149845_117033684_ecgdata.csv,149845_117033684_ecgdata.csv,3,7500,10000
val,2025-07-15,EctAt,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-15/EctAt/149845_117033684_ecgdata.csv,149845_117033684_ecgdata.csv,4,10000,12500
val,2025-07-15,EctAt,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-15/EctAt/149845_117033684_ecgdata.csv,149845_117033684_ecgdata.csv,5,12500,15000
val,2025-07-15,EctAt,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-15/EctAt/149845_117033684_ecgdata.csv,149845_117033684_ecgdata.csv,6,15000,17500
val,2025-07-15,EctAt,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-15/EctAt/149845_117033684_ecgdata.csv,149845_117033684_ecgdata.csv,7,17500,20000
val,2025-07-15,EctAt,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-15/EctAt/152989_117120175_ecgdata.csv,152989_117120175_ecgdata.csv,0,0,2500
val,2025-07-15,EctAt,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-15/EctAt/152989_117120175_ecgdata.csv,152989_117120175_ecgdata.csv,1,2500,5000
val,2025-07-15,EctAt,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-15/EctAt/152989_117120175_ecgdata.csv,152989_117120175_ecgdata.csv,2,5000,7500
val,2025-07-15,EctAt,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-15/EctAt/152989_117120175_ecgdata.csv,152989_117120175_ecgdata.csv,3,7500,10000
val,2025-07-15,EctAt,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-15/EctAt/152989_117120175_ecgdata.csv,152989_117120175_ecgdata.csv,4,10000,12500
val,2025-07-15,EctAt,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-15/EctAt/152989_117120175_ecgdata.csv,152989_117120175_ecgdata.csv,5,12500,15000
val,2025-07-15,EctAt,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-15/EctAt/152989_117120175_ecgdata.csv,152989_117120175_ecgdata.csv,6,15000,17500
val,2025-07-15,EctAt,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-15/EctAt/152989_117120175_ecgdata.csv,152989_117120175_ecgdata.csv,7,17500,20000
test,2025-07-14,AtCou,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-14/AtCou/150190_116930346_ecgdata.csv,150190_116930346_ecgdata.csv,0,0,2500
test,2025-07-14,AtCou,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-14/AtCou/150190_116930346_ecgdata.csv,150190_116930346_ecgdata.csv,1,2500,5000
test,2025-07-14,AtCou,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-14/AtCou/150190_116930346_ecgdata.csv,150190_116930346_ecgdata.csv,2,5000,7500
test,2025-07-14,AtCou,AB,3,/Users/Sonny/Research/Ecgdata/2025-07-14/AtCou/150190_116930346_ecgdata.csv,150190_116930346_ecgdata.csv,3,7500,10000
